timestamp,open,close,high,low,volume
1735689600,93425.1,94419.76,94929.87,92788.13,24519888919
1735776000,94416.29,96886.88,97739.82,94201.57,46009564411
1735862400,96881.73,98107.43,98956.91,96034.62,35611391163
1735948800,98106.99,98236.23,98734.43,97562.98,22342608078
1736035200,98233.91,98314.96,98813.3,97291.77,20525254825
1736121600,98314.95,102078.09,102482.88,97926.15,51823432705
1736208000,102248.85,96922.7,102712.48,96132.88,58685738547
1736294400,96924.16,95043.52,97258.32,92525.84,63875859171
1736380800,95043.48,92484.04,95349.72,91220.84,62777261693
1736467200,92494.49,94701.45,95770.61,92250.09,62058693684
1736553600,94700.84,94566.59,94977.69,93840.05,18860894100
1736640000,94565.73,94488.44,95367.54,93712.51,20885130965
1736726400,94488.89,94516.52,95837,89260.1,72978998252
1736812800,94519.01,96534.05,97352.66,94322.16,53769675818
1736899200,96534.05,100504.49,100697.23,96501.64,57805923627
1736985600,100505.3,99756.91,100781.59,97364.45,54103781805
1737072000,100025.77,104462.04,105884.23,99948.91,71888972663
1737158400,104124.95,104408.07,104913.2,102226.62,50445655726
1737244800,104411.29,101089.61,106299.8,99570.53,76789928525
1737331200,101083.75,102016.66,109114.88,99471.36,126279678351
1737417600,102052.58,106146.27,107180.92,100103.95,88733878242
1737504000,106136.38,103653.07,106294.34,103360.27,53878181052
1737590400,103657.67,103960.17,106820.33,101257.8,104104515428
1737676800,103965.67,104819.48,107098.55,102772.13,52388229265
1737763200,104824.03,104714.65,105243.79,104120.38,23888996502
1737849600,104713.21,102682.5,105438.65,102507.71,22543395879
1737936000,102680.3,102087.69,103214.11,97795.94,89006608428
1738022400,102095.41,101332.48,103730.82,100238.19,47180685494
1738108800,101317.52,103703.21,104750.8,101283.82,47432049818
1738195200,103709.34,104735.3,106418.77,103321.65,41915744521
1738281600,104737.56,102405.02,106026.35,101543.88,45732764360